3d,3d,44.4383919935
anne,analyst,2.23326536169
wholesale,location,2.23325582898
essential,add,2.23324820282
add,essential,2.23324820282
sacramento,law,2.23324820282
always,never,2.23324629628
early,perhaps,2.23324248319
independent,record,2.23324248319
derek,chris,2.23323676357
late,treasurer,2.23323676357
foster,chris,2.23323676357
detailed,operations,2.23321579161
question,important,2.23321579161
prospects,more,2.23320816545
unbiased,more,2.23320816545
diane,hour,2.23319863274
period,volume,2.23319863274
appreciate,outline,2.23319291312
county,term,2.23319291312
open,ny,2.23318528695
file,energycentra,2.23318528695
net,revenue,2.23318528695
kathy,taylor,2.23318528695
wants,details,2.23318528695
file,visitingfriendskb,2.23318528695
write,program,2.23318528695
connection,university,2.23317575425
university,five,2.23317575425
university,connection,2.23317575425
sold,overall,2.2331738477
york,treasurer,2.2331738477
certain,sold,2.2331738477
angelides,tax,2.2331738477
sold,certain,2.2331738477
hello,pick,2.23317003462
completes,week,2.23317003462
transmission,transmission,2.23316812808
record,record,2.23316812808
eighteen,state,2.23316050191
likening,state,2.23316050191
refill,state,2.23316050191
municipal,state,2.23316050191
state,depleted,2.23316050191
state,fom,2.23316050191
state,eighteen,2.23316050191
sacramento,sale,2.23315096921
split,bonds,2.23315096921
communication,notify,2.23315096921
under,heading,2.23314334304
analysis,key,2.23311665146
details,terms,2.23311665146
lynch,wants,2.23310521221
connection,related,2.23310521221
lead,angelides,2.2330861468
lead,york,2.2330861468
write,appreciate,2.23308233372
leaves,mike,2.23306517485
figures,commission,2.23304801597
commission,proceedings,2.23304801597
gov,commission,2.23304801597
pressure,commission,2.23304801597
ferc,negotiated,2.23304801597
page,outline,2.23304420289
europe,key,2.23303467018
brown,five,2.23303467018
peter,canada,2.2330308571
next,discovery,2.23302513748
early,increase,2.23302513748
independent,picture,2.23302513748
sue,sue,2.23301751131
true,true,2.23301751131
angelides,telephone,2.2329984459
rehearing,changes,2.23297938048
koenig,mark,2.23297938048
approved,click,2.23297938048
scenario,sale,2.23297938048
review,dissemination,2.23297175432
security,program,2.23297175432
recent,events,2.23296412815
friday,jonda,2.2329431562
ford,chairman,2.23292218424
wishes,contact,2.23292218424
following,selected,2.23292218424
haircut,send,2.23292218424
following,candidates,2.23292218424
ve,contact,2.23292218424
game,win,2.23291646462
sell,concerned,2.23291646462
details,angelides,2.232910745
liz,greg,2.232910745
price,marketer,2.232910745
agreement,meets,2.23290502537
meets,agreement,2.23290502537
executing,agreement,2.23290502537
ve,through,2.23290121229
wishes,through,2.23290121229
officer,co,2.23289549266
sales,value,2.23288024033
give,friendly,2.23288024033
agreed,full,2.23287642725
curve,pricing,2.23287070763
record,groups,2.23287070763
analyst,included,2.232864988
utilities,authority,2.232864988
office,mobile,2.232864988
intended,notify,2.232864988
tonight,consider,2.232864988
wants,water,2.232864988
automatically,system,2.232864988
different,asap,2.23286308146
filing,filing,2.23286308146
appreciate,input,2.23286117492
problems,tax,2.23285926838
good,sincere,2.23285164221
practice,good,2.23285164221
giant,good,2.23285164221
celebrate,good,2.23285164221
face,budget,2.23284401605
htm,default,2.23284210951
grow,number,2.23283829642
desk,monique,2.23283829642
push,number,2.23283829642
sept,angelides,2.23282304409
angelides,five,2.23282304409
york,sept,2.23282304409
sure,continues,2.23282113755
vote,ready,2.23281732447
sell,fact,2.23280779176
thank,ricki,2.23280779176
water,terms,2.23278872635
asap,concerns,2.23278491326
asap,delete,2.23278491326
gas,examining,2.23277919364
unrivalled,gas,2.23277919364
improved,gas,2.23277919364
nat,gas,2.23277919364
bob,doug,2.23275822169
activity,afternoon,2.23274678244
broncos,html,2.23273915627
angelides,sales,2.23273534319
mike,loads,2.23273153011
dissemination,information,2.23273153011
depleted,power,2.23271246469
power,completes,2.23271246469
pick,advise,2.23271246469
power,refill,2.23271246469
held,center,2.23271246469
refill,power,2.23271246469
commercial,ets,2.23270674507
cut,different,2.23270674507
filing,response,2.23270674507
accounts,accounts,2.23270483853
related,related,2.23270483853
picture,picture,2.23270483853
oct,commissioner,2.23270483853
east,assistant,2.23270483853
detail,enw,2.23270483853
proposed,disclosure,2.2326991189
bond,large,2.2326991189
bar,under,2.23269339928
employee,payment,2.23269149274
consider,always,2.23268196003
units,informed,2.23267052078
taylor,kimberly,2.23267052078
buying,order,2.23265145537
chief,co,2.23265145537
save,non,2.23264001612
hesitate,contact,2.23263620304
contact,messenger,2.23263620304
bonds,giving,2.23263620304
reserve,tickets,2.23262857687
monique,west,2.23262857687
west,monique,2.23262857687
through,messenger,2.23261332454
haircut,then,2.23260760492
october,attendance,2.23259807221
week,hunt,2.23259044605
consider,old,2.23259044605
law,eight,2.23258472642
directors,general,2.23258472642
game,seats,2.23258472642
minimum,amount,2.23256756755
hey,phillip,2.23255994138
angelides,water,2.23255994138
html,sports,2.23255422176
some,homerun,2.23255040868
sold,attempt,2.23254468905
option,option,2.23254278251
curve,effective,2.23254278251
san,telephone,2.23253134326
advance,markets,2.23252943672
days,realize,2.23252181056
products,starting,2.23252181056
notification,price,2.23251609093
decided,budget,2.23250465168
questions,faq,2.23249130589
fund,bond,2.23248177319
early,tax,2.23248177319
bonds,decided,2.23246461432
mark,hendry,2.23246461432
day,tco,2.23245126853
day,discovery,2.23245126853
ohio,day,2.23245126853
bike,thank,2.2324455489
bill,fred,2.23243792274
need,projecting,2.23243601619
eighteen,need,2.23243601619
earlier,details,2.23243029657
want,rb,2.23243029657
ryan,karen,2.23243029657
track,final,2.23241885732
gary,markets,2.23241885732
site,user,2.23240741807
beginning,short,2.23240741807
calendar,room,2.23240360499
soccer,good,2.23239216574
fullenweider,houston,2.23239216574
greg,chief,2.23238453958
wants,angelides,2.23238453958
contributions,going,2.23238453958
going,catching,2.23238453958
richard,larry,2.23237881995
contracts,gov,2.23237691341
problems,sales,2.23237310033
bond,lead,2.23237310033
write,net,2.23236166108
continues,send,2.23235022183
lock,down,2.23235022183
attempt,utilities,2.23233115642
deleted,sure,2.23232162371
tribolet,jeff,2.23231018446
kim,robertson,2.23230827792
opinion,give,2.23230065176
angelides,brown,2.23229683867
scheduled,volume,2.23229683867
angelides,terms,2.23229683867
firm,telephone,2.23226442747
passed,law,2.23225298822
commitment,services,2.23225108168
pressure,take,2.23225108168
take,haircut,2.23225108168
board,vote,2.23222629664
included,idea,2.2322243901
angeles,california,2.2322243901
file,01grandprixsched,2.2322243901
attempt,public,2.2322243901
details,money,2.2322243901
call,soul,2.23221676394
call,spirit,2.23221676394
approved,approved,2.23220723123
steve,edward,2.23220723123
opinion,help,2.23220151161
analyst,appreciate,2.23219769852
disagree,make,2.23219769852
ready,lynch,2.23218816582
lynch,ready,2.23218816582
heard,town,2.23217863311
order,decisions,2.23216338078
actions,asap,2.2321595677
welcome,id,2.2321595677
actions,different,2.2321595677
party,remember,2.23215575461
next,alternatively,2.23215575461
ryan,sell,2.23215575461
details,resources,2.23215575461
work,downtown,2.23212143687
bonds,certain,2.23212143687
passed,sale,2.23212143687
certain,bonds,2.23212143687
suggestion,meeting,2.23211762379
development,infrastructure,2.23211762379
july,treasurer,2.232104278
provide,commodity,2.232104278
desk,away,2.232104278
john,powell,2.23210237146
john,glen,2.23210237146
son,friday,2.23209093221
communication,read,2.2320813995
tim,laura,2.2320813995
following,responsibility,2.23206424063
corp,noon,2.23206424063
corp,directors,2.23206424063
heard,tonight,2.23206424063
utility,bankruptcy,2.23205280138
exchange,trading,2.23205280138
always,party,2.23204708176
bond,sept,2.23204708176
troubled,power,2.23204136213
reimburse,power,2.23204136213
cover,cover,2.23203373597
sara,sara,2.23203373597
york,angelides,2.23203373597
plants,plants,2.23203373597
legislative,regulatory,2.23203182942
progress,date,2.23201848364
week,discovery,2.23201085747
allegheny,energy,2.23201085747
confidential,read,2.2320032313
strategy,'ve,2.23199941822
state,laws,2.23199751168
state,1990s,2.23199751168
analyst,page,2.23199751168
state,ohio,2.23199751168
ever,least,2.23198416589
then,mara,2.23197844627
report,intelligence,2.23197844627
continues,then,2.23197844627
cut,actions,2.23196891356
hall,steve,2.23194984815
details,department,2.23194984815
mark,johnston,2.23194984815
lisa,larry,2.23194984815
approved,expense,2.23194984815
authority,bonds,2.23194984815
angelides,added,2.23194603506
early,sales,2.2319384089
good,rb,2.23193268927
products,hear,2.23193078273
game,field,2.23192125003
provide,detailed,2.2319155304
people,pool,2.2319155304
sold,treasurer,2.2319155304
higher,prices,2.2319155304
allocations,services,2.23190409115
executive,vice,2.23190409115
october,fianc,2.23190409115
agents,n't,2.2318926519
regulatory,matter,2.2318926519
approval,via,2.23187358649
kim,origination,2.23186596033
meter,term,2.23186596033
discussions,plants,2.23185833416
change,size,2.23185833416
size,change,2.23185833416
retail,vp,2.23185261454
west,away,2.23184689491
bb,some,2.23184689491
jay,joe,2.23183545566
past,various,2.23183545566
transmission,load,2.23182973604
deal,uncertainty,2.23182973604
load,transmission,2.23182973604
percent,budget,2.23182592296
budget,percent,2.23182592296
assistant,san,2.23182401642
assistant,suite,2.23182401642
sure,target,2.23182210987
prc,process,2.23181448371
make,haircut,2.23181067063
open,type,2.23179732484
los,california,2.23179732484
water,money,2.23179732484
four,infrastructure,2.23176491363
game,oklahoma,2.23175538093
disclosure,return,2.23175347439
work,delayed,2.23172678281
jennifer,marketing,2.23172487626
party,never,2.23172106318
water,sell,2.23172106318
receiver,need,2.23170962393
oil,products,2.2316943716
rule,',2.23169055852
tim,bob,2.23169055852
entities,corp,2.23168293235
update,meetings,2.23168102581
confirmation,currently,2.23168102581
gray,commission,2.23167530619
concerning,order,2.23167530619
ceo,south,2.23166386694
website,show,2.23166386694
ready,wants,2.23166386694
dave,sean,2.23166386694
print,page,2.23164861461
mat,hey,2.23164480153
sell,mw,2.23161239032
problems,angelides,2.23159523145
general,limited,2.23158951183
detail,development,2.2315837922
right,seats,2.2315837922
idea,development,2.2315837922
enw,development,2.2315837922
curve,book,2.23155900717
representative,provide,2.23153803521
university,non,2.23153422213
four,meetings,2.23153231559
karen,larry,2.23152087634
desk,dinner,2.23151706326
bond,ever,2.23150371747
assistant,firm,2.23150371747
wants,resources,2.23150371747
ask,communication,2.23149799784
board,lynch,2.23148274551
five,board,2.23148274551
money,terms,2.23147702589
terms,money,2.23147702589
delayed,jeff,2.23147511935
houston,bush,2.2314732128
templates,discuss,2.23146939972
contain,use,2.23146749318
leading,gas,2.2314636801
sheila,steve,2.23143508198
larkworthy,mark,2.23143508198
utility,network,2.23143508198
give,dont,2.23143126889
earlier,angelides,2.23141982965
angelides,earlier,2.23141982965
day,notification,2.2314179231
flowing,state,2.23141601656
mike,historical,2.23139695115
resources,terms,2.23139504461
',peakoroffpeak,2.23137788574
power,v1,2.23137025957
join,open,2.23137025957
figures,california,2.23137025957
reuters,california,2.23137025957
california,philip,2.23137025957
pressure,california,2.23137025957
reestablish,time,2.23135882032
time,slows,2.23135882032
flt,time,2.23135882032
christine,chris,2.23134928762
made,'s,2.23134124331
comments,offices,2.23133975491
going,leaves,2.23133212874
tix,work,2.23133212874
buddy,going,2.23133212874
budget,increase,2.23131687641
appreciate,response,2.23131306333
non,cut,2.23131306333
natural,winter,2.23129971754
proposed,approval,2.23128637175
amount,amounts,2.23127111942
money,approved,2.23126349325
bob,larry,2.23126349325
prospects,file,2.23126349325
wants,department,2.23126349325
paid,approved,2.23126349325
bonds,attempt,2.23126349325
concerned,law,2.23125777363
future,default,2.23122917551
let,canceling,2.23122536243
fag,let,2.23122536243
guideline,let,2.23122536243
west,dinner,2.23122154934
tim,tom,2.23122154934
using,follow,2.23120629701
target,send,2.23120629701
non,approval,2.23120248393
negotiated,term,2.23120248393
page,idea,2.23118341852
bond,late,2.23117769889
resources,generators,2.23117769889
angelides,money,2.23115672694
department,terms,2.23114910077
some,catching,2.23114338115
give,performance,2.23114147461
back,disagree,2.23113003536
back,forth,2.23113003536
ferc,making,2.23112622228
change,demand,2.23112622228
mcgowan,john,2.23111096994
monday,austin,2.23111096994
agreement,increases,2.23109762415
capital,markets,2.23109190453
bonds,concerned,2.23109190453
fact,law,2.23109190453
rid,section,2.23108618491
angelides,resources,2.23106902603
early,angelides,2.23106902603
sell,angelides,2.23106902603
bond,york,2.23106902603
n't,nerve,2.23105758679
make,continues,2.23103661483
forget,chris,2.23103470829
king,chris,2.23103470829
jonda,houston,2.23101373633
help,performance,2.23101182979
performance,help,2.23101182979
valley,thank,2.23099657746
thank,enjoyed,2.23099657746
giving,still,2.23099657746
lower,prices,2.23099276438
joe,janet,2.2309889513
added,bond,2.23096035318
friday,rehearing,2.23095463355
program,included,2.2309431943
county,price,2.23093747468
mail,unauthorized,2.23092794197
bonds,fact,2.23092031581
respond,corp,2.23092031581
steve,christopher,2.23092031581
tried,contact,2.23092031581
beck,mark,2.23092031581
day,clint,2.23090125039
agreed,agreements,2.23086693265
last,versus,2.23086693265
francisco,monday,2.23086311957
energy,firms,2.23085168032
week,alternatively,2.23085168032
transferred,energy,2.23085168032
dear,joe,2.23084786724
joe,dear,2.23084786724
state,notification,2.23083452145
budgets,working,2.23082498874
laura,taylor,2.23081736257
future,energycentral,2.23081736257
save,budget,2.23080782987
angelides,department,2.23080592333
picture,sold,2.23078304483
kim,audrey,2.23076016633
appreciate,included,2.23076016633
asp,id,2.23075254017
basis,nymex,2.23075254017
still,decided,2.23074300746
brown,board,2.23073919438
utilities,water,2.23072966167
target,then,2.23072012896
page,cover,2.23071822242
north,american,2.23071440934
san,suite,2.2307125028
're,thinking,2.23069915701
cut,sold,2.2306572131
make,commissioners,2.23064958693
broker,agreement,2.23064577385
delayed,meeting,2.23063624114
haircut,back,2.23063624114
actions,sell,2.2306343346
contact,meter,2.2306343346
intended,communication,2.23062289535
operations,detail,2.23062289535
mm,company,2.23062289535
unless,subject,2.23057713836
jose,houston,2.23055425986
detail,works,2.23054282062
problems,early,2.23052566174
bond,least,2.23052566174
prepare,contract,2.23052566174
least,sell,2.23052566174
take,minute,2.23051612904
california,ratepayers,2.23051612904
october,salt,2.23051612904
california,union,2.23051612904
ready,earlier,2.23051040941
agenda,agenda,2.23050850287
market,spot,2.23050087671
spot,market,2.23050087671
included,page,2.23048562438
included,job,2.23048562438
budget,tax,2.2304684655
aep,texas,2.23046274588
ceo,chief,2.23046274588
datevalue,order,2.23045511971
lines,order,2.23045511971
plan,monique,2.23044749355
town,game,2.23042842813
next,responses,2.23041698889
havent,time,2.23041698889
time,frame,2.23041698889
sale,treasurer,2.23040554964
bonds,treasurer,2.23040554964
notify,received,2.23040554964
wishes,day,2.23038457768
day,ve,2.23038457768
angelides,board,2.23036741881
're,town,2.23036360573
continues,review,2.23031784874
firm,san,2.23030831603
bond,earlier,2.23030831603
sell,karen,2.23030831603
firm,suite,2.23030831603
today,forget,2.2303025964
decision,july,2.2303025964
detail,net,2.2303025964
loretta,commission,2.2303025964
orange,mail,2.23028543753
sold,angelides,2.23027971791
week,flexible,2.23027209174
sign,copies,2.23027209174
deleted,make,2.23026255904
telephone,law,2.23026255904
motion,state,2.23025302633
reuters,said,2.230237774
delayed,said,2.230237774
philip,said,2.230237774
last,let,2.2302238897
paso,pipeline,2.23022252167
planned,date,2.23021870858
issues,enough,2.23020726934
future,bond,2.23019964317
sell,future,2.23019964317
executed,agreements,2.23019583009
're,tonight,2.23019583009
essential,take,2.23016913851
senior,corp,2.23015769926
gas,dropped,2.23014816655
strike,price,2.23014816655
oct,five,2.23014244693
',select,2.2301271946
jonathan,john,2.23011956843
system,internet,2.23011956843
john,hayslett,2.23011956843
noon,friday,2.23010240956
commodities,houston,2.2300947834
california,education,2.23008906377
dow,california,2.23008906377
development,development,2.23008906377
education,california,2.23008906377
chairman,executive,2.23006237219
mike,sheila,2.23006237219
executive,chairman,2.23006237219
senior,america,2.2300394937
commission,negotiated,2.23002805445
included,final,2.23002805445
resources,money,2.22998229745
authority,still,2.22998229745
approval,return,2.22994416663
using,provided,2.22994226009
retail,rates,2.22993654046
hesitate,questions,2.22993654046
living,thank,2.22990984888
making,changes,2.22989078347
public,governor,2.22989078347
program,appreciate,2.22987553114
make,act,2.22987553114
resources,sell,2.2298736246
party,party,2.2298736246
day,messenger,2.22986790497
days,diane,2.22986218535
consumers,prices,2.22983930685
sanchez,october,2.22982214798
without,love,2.22981452181
birthday,contact,2.22977639099
under,conditions,2.22976876482
proposed,non,2.22976495174
general,independent,2.22976495174
recently,ferc,2.22975351249
act,work,2.22975351249
price,rt,2.22975351249
utility,filing,2.22973635362
some,20th,2.22973635362
birthday,through,2.22973444708
year,reduced,2.22971919475
counterparty,sale,2.22971919475
said,february,2.2297077555
week,delayed,2.22969250317
birthday,give,2.22969250317
energy,savings,2.22969250317
senior,north,2.229684877
state,philip,2.22967153121
gov,state,2.22967153121
philip,state,2.22967153121
department,money,2.2296619985
tim,west,2.22965818542
kim,craig,2.22965437234
term,peak,2.22965437234
term,monthly,2.22965437234
sold,problems,2.22965055926
fag,know,2.22962386768
guideline,know,2.22962386768
know,canceling,2.22962386768
budget,sales,2.22962005459
internal,trading,2.22959908264
agenda,provided,2.22958192377
future,sections,2.22958192377
program,page,2.22955523219
department,sell,2.22954760602
transport,deal,2.22954760602
contract,records,2.22954760602
markets,currently,2.22954379294
currently,markets,2.22954379294
need,rb,2.22953044715
sheet,sue,2.2295094752
make,target,2.22948850324
did,operator,2.22947897053
time,worst,2.22947515745
responsible,services,2.22947515745
chris,amy,2.22946181166
special,upon,2.22944083971
review,availability,2.22943321354
via,executed,2.22939508271
n't,worry,2.22938745655
lotus,n't,2.22938745655
mark,whalley,2.2293760173
price,megawatt,2.22935885843
county,day,2.22935123226
day,responses,2.22935123226
asap,sheet,2.22934551264
appreciate,page,2.22932263414
haney,enron,2.22927115752
emarketplace,enron,2.22927115752
asap,add,2.22926734444
different,add,2.22926734444
dorland,tim,2.22926734444
board,ready,2.22925209211
director,works,2.22922730707
bonds,water,2.22920442858
more,businesses,2.22920442858
water,bonds,2.22920442858
oct,curve,2.22918155008
oct,brown,2.22918155008
ratepayers,said,2.229177737
airlines,houston,2.22917583046
plan,away,2.22917011083
issue,various,2.2291548585
gon,call,2.22913579309
luncheon,october,2.22912816692
dietz,john,2.22912816692
board,open,2.22912816692
'd,along,2.22912816692
university,budget,2.22911100805
trip,game,2.22910147534
related,general,2.22910147534
law,ever,2.22910147534
ever,general,2.22910147534
californians,state,2.22909003609
february,state,2.22909003609
operations,future,2.2290671576
dr,texas,2.22906143797
jeffrey,jim,2.22902140061
're,idea,2.22902140061
title,company,2.22902140061
harris,jim,2.22902140061
review,approve,2.22899089594
kim,error,2.22899089594
order,concerned,2.22899089594
target,jeff,2.22896992399
sacramento,jeff,2.22896992399
works,units,2.22896420436
work,calgary,2.22896420436
work,concerning,2.22896420436
utility,cover,2.22896420436
picture,budget,2.22894132587
budget,detail,2.22894132587
groups,general,2.22893560624
effective,index,2.22893560624
director,net,2.22892988662
apparently,did,2.22892988662
sales,provide,2.22889556888
moore,',2.22887650346
amounts,america,2.22887269038
laura,joe,2.22887269038
america,europe,2.22887269038
europe,america,2.22887269038
changes,detail,2.22886125113
steve,blair,2.22886125113
picture,bonds,2.22886125113
changes,enw,2.22886125113
enw,changes,2.22886125113
sale,ever,2.22886125113
agreement,previously,2.22883837263
gas,haircut,2.22883265301
deficit,california,2.22880786797
town,right,2.22880786797
doug,smith,2.22879833527
senior,smith,2.22879833527
early,afternoon,2.22878689602
non,sold,2.22876973714
like,knowing,2.22876592406
order,fact,2.22874685865
monique,mike,2.22872779323
continental,houston,2.22871635399
forget,good,2.22871635399
oct,angelides,2.22870110166
jim,brian,2.22870110166
cut,bonds,2.22868966241
power,reuters,2.22868584932
perhaps,friday,2.22868203624
next,4th,2.22867822316
've,never,2.22867059699
back,paying,2.22866106429
back,deleted,2.22866106429
release,plan,2.22865915775
discuss,quotes,2.22865915775
making,available,2.22865534466
net,units,2.22865534466
commissioners,said,2.2286477185
education,said,2.2286477185
password,contact,2.22863246617
tonight,right,2.22859433534
total,paid,2.22859433534
alan,look,2.22858289609
matters,sure,2.22857526993
keith,smith,2.22856383068
use,disclosure,2.22856192414
contractors,n't,2.22855239143
n't,loose,2.22855239143
energy,positive,2.22853332602
give,outline,2.22853332602
recommending,time,2.22853332602
outline,give,2.22853332602
week,responses,2.22853332602
ratepayers,energy,2.22853332602
union,energy,2.22853332602
training,session,2.22852760639
uncertainty,state,2.22850854098
unit,four,2.22850854098
state,county,2.22850854098
improve,state,2.22850854098
large,order,2.22850282135
july,july,2.22850091481
utilities,resources,2.22846087744
sean,still,2.22846087744
north,europe,2.2284494382
amounts,north,2.2284494382
angelides,law,2.22843799895
law,angelides,2.22843799895
october,lake,2.22843418586
take,effect,2.22843418586
director,cell,2.22843418586
agreement,split,2.22838652233
did,drilling,2.22838080271
downtown,call,2.22836555037
approved,bonds,2.22834648496
mark,pan,2.22834648496
carrie,mark,2.22834648496
mark,lewis,2.22834648496
oh,contact,2.22834648496
sale,late,2.22834648496
help,outline,2.22833504571
winter,provide,2.22832932609
addressed,some,2.22832932609
let,cali,2.22831979338
use,user,2.22831979338
day,strike,2.22831788684
law,default,2.22827212985
advise,days,2.22826641022
days,leave,2.22826641022
budget,angelides,2.22826259714
na,give,2.22824353173
public,sell,2.22824353173
gas,interstate,2.22817489624
bonds,angelides,2.22817489624
angelides,sale,2.22817489624
realize,work,2.22817489624
sale,angelides,2.22817489624
gas,players,2.22817489624
meeting,offices,2.22816727007
approve,meeting,2.22816727007
plan,dinner,2.22814820466
'd,bring,2.22813676541
reliance,john,2.22813676541
regulatory,thing,2.22813485887
said,agency,2.2281177
monique,thank,2.22809863458
personnel,need,2.22807766263
running,down,2.22806050376
commissioners,more,2.22806050376
high,according,2.22806050376
utilities,department,2.22806050376
available,download,2.22803762526
face,year,2.22802618601
order,fund,2.22801474676
fiscal,power,2.22801474676
role,through,2.2280071206
added,sale,2.22800330752
commissioners,week,2.22795373744
california,face,2.22795373744
make,loretta,2.22794039165
commissioner,make,2.22794039165
education,state,2.22792704586
some,gas,2.2279247867
enron,fianc,2.22791179353
report,activity,2.22788891503
mark,murray,2.22783171879
mark,dorie,2.22783171879
gray,mark,2.22783171879
backup,day,2.22780121413
houston,calgary,2.22779740105
selling,price,2.22778024218
work,difference,2.22778024218
following,internal,2.22777452255
following,track,2.22777452255
actions,add,2.22777452255
sold,hours,2.2277630833
date,hotel,2.22774401789
october,12th,2.22774020481
albany,october,2.22774020481
allow,services,2.22774020481
mike,stephanie,2.22772685902
checked,n't,2.22771732631
party,friend,2.22770016744
plan,southern,2.22763725157
special,hard,2.22763343849
games,business,2.22761818616
purposes,year,2.22760293383
friendly,call,2.22759530766
time,fsp,2.22759149458
time,gon,2.22759149458
act,said,2.2275876815
budget,actions,2.22758386841
related,issues,2.22758005533
earlier,oct,2.22758005533
pipeline,natural,2.22757814879
friday,transwestern,2.22754573759
gas,designed,2.22751713947
intelligence,gas,2.22751713947
status,amount,2.22751141984
comments,suggested,2.22749807405
application,changes,2.22748854135
actions,bonds,2.22748854135
more,supporting,2.22748854135
following,beginning,2.22748854135
execution,agreement,2.22748282172
introduction,file,2.22741990586
company,full,2.22741990586
mike,alan,2.22739321428
average,price,2.22738558811
capacity,global,2.22738177503
next,realize,2.22737414886
setting,state,2.22734555074
list,mat,2.22733220495
sale,least,2.22731695262
bonds,problems,2.22731695262
jeff,loretta,2.22729979375
contract,oh,2.22726547601
sold,utilities,2.22725975638
following,calendar,2.22720256014
templates,meeting,2.22717968164
sheila,john,2.2271453639
john,rebecca,2.2271453639
know,today,2.22712593108
delay,california,2.22709960691
build,business,2.2270900742
technology,well,2.22705956954
away,mike,2.22705956954
well,technology,2.22705956954
said,deficit,2.227057663
deficit,said,2.227057663
said,sacramento,2.227057663
alan,take,2.22704622375
take,wait,2.22704622375
sold,public,2.22700809292
work,critical,2.22699093405
price,benefit,2.22699093405
sale,earlier,2.22697377518
chris,craig,2.22694517706
delay,next,2.22693945743
following,books,2.22691657894
act,more,2.22691657894
budget,units,2.22690513969
pipeline,status,2.22688226119
jeff,kent,2.22688226119
realize,houston,2.22687844811
regulated,gas,2.22685938269
gas,regulated,2.22685938269
tix,call,2.22682506495
hesitate,call,2.22682506495
dave,signed,2.22681934533
future,sale,2.22680218645
daniel,steve,2.22680218645
bonds,future,2.22680218645
act,week,2.22679456029
reliance,energy,2.22679456029
direction,energy,2.22679456029
significant,review,2.22677930796
allow,make,2.22677930796
day,tried,2.22676786871
bad,day,2.22676786871
gray,state,2.22676405563
biggest,state,2.22676405563
requires,state,2.22676405563
budgets,year,2.22675642946
thank,outline,2.22664966314
web,html,2.22663631735
contact,reply,2.22663059773
via,received,2.22663059773
mara,need,2.22662487811
general,bond,2.22661343886
law,bond,2.22661343886
sell,law,2.22661343886
last,fall,2.22661153232
prices,filed,2.22660962578
capacity,pipeline,2.22660390615
work,live,2.22659627999
session,upon,2.22658865382
enron,objective,2.22655242953
delete,system,2.22645900901
signed,sign,2.22645900901
paso,system,2.22645900901
difference,houston,2.22641897164
confirmed,houston,2.22641897164
budget,early,2.22639609314
effective,date,2.2263941866
storage,well,2.22639228006
number,treasurer,2.22637893427
',administration,2.22637512119
attempt,take,2.22635224269
october,testing,2.22635224269
more,specifically,2.22634461653
's,taxonomy,2.22631411186
water,order,2.2263064857
bonds,resources,2.22628742028
mark,rogers,2.22628742028
bonds,early,2.22628742028
resources,bonds,2.22628742028
analyst,texas,2.22625882216
imbalance,day,2.226251196
non,budget,2.22622641096
give,ahead,2.22621497171
gas,purchased,2.22620162592
meeting,realize,2.22619209322
available,visit,2.22618446705
state,regulators,2.22618256051
vacation,use,2.2261406166
last,delay,2.22613871006
doug,jim,2.22613871006
friday,comment,2.22612536427
non,bonds,2.22611583156
heard,game,2.22611583156
confirmation,discuss,2.22610439231
sure,sue,2.22607770073
monika,working,2.22605863532
contact,sender,2.22605863532
take,concerned,2.22600525216
3d23006,report,2.22600143908
said,face,2.225997626
look,along,2.22599190637
earlier,high,2.22596330825
days,early,2.22596140171
water,still,2.22592517742
tonight,give,2.22592517742
various,commission,2.22590992509
education,need,2.22589848585
need,originals,2.22589848585
cover,term,2.22589467276
like,materials,2.22584510269
like,15th,2.22584510269
more,concerning,2.22577265412
bonds,department,2.22577265412
department,bonds,2.22577265412
know,cali,2.22575740178
comments,along,2.22572499058
well,family,2.22572499058
dinner,mike,2.22572499058
time,friendly,2.22570783171
meeting,difference,2.225698299
meeting,noon,2.225698299
meeting,commissioner,2.225698299
matters,take,2.22565826163
take,fact,2.22565826163
take,matters,2.22565826163
rto,commission,2.22563538314
bonds,purchase,2.22560106539
terms,order,2.22557437381
interconnect,gas,2.22554386915
alberta,gas,2.22554386915
steve,tim,2.22551527103
business,funds,2.22550573832
southern,company,2.22549811216
percent,year,2.22548667291
contact,connection,2.22548667291
comments,daniel,2.22542947667
through,connection,2.22541613088
let,thanx,2.22541422434
let,dealings,2.22541422434
chairman,chairman,2.22534368231
bonds,july,2.22525788795
july,bonds,2.22525788795
andrew,mark,2.22525788795
central,days,2.22525216832
waiting,next,2.2252006917
potentially,enron,2.22519306554
enron,salt,2.22519306554
need,availability,2.22517209358
look,pass,2.22512824313
lkpcalendar,',2.22512443005
',lkpcalendar,2.22512443005
order,approved,2.22508629922
system,expense,2.22508629922
email,privileged,2.22508629922
email,notify,2.22508629922
management,marketing,2.22508248614
meter,energy,2.22505579456
give,old,2.22505579456
page,ca,2.22501957027
meter,state,2.22501957027
contract,nothing,2.22498334599
fixed,contract,2.22498334599
deal,june,2.22498334599
business,noon,2.22497762636
greater,business,2.22497762636
california,bankruptcy,2.22496428058
public,utility,2.22494902824
loretta,said,2.224937589
management,operations,2.22491852358
pipelines,gas,2.22488611238
provides,gas,2.22488611238
gas,performance,2.22488611238
canadian,gas,2.22488611238
overview,gas,2.22488611238
